L4_SRC_PORT,L4_DST_PORT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,FLOW_DURATION_MILLISECONDS,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,attack_index,dst_subnet_index,src_subnet_index
53766,80,0,0,0,0,0,0,458,2163,5,5,0,458.0,2163.0,1500,40,40,1500,29200,65535,6.0,0.0,0.0
49215,53,0,0,13151,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
48342,80,0,0,0,0,0,0,8632,3952,16,9,4294131,5.8532779E7,2.4971455E7,1500,52,52,1500,29200,28960,2.0,0.0,0.0
56045,1126,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
45491,53,0,0,13960,1,0,0,54,54,1,1,0,54.0,54.0,54,54,54,54,0,0,2.0,0.0,0.0
55255,53,0,0,46657,1,325,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,5.0,0.0,0.0
36923,53,0,0,48990,1,2509,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
51219,53,0,0,60340,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
58874,51722,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
50404,80,0,0,0,0,0,0,611,693,6,3,0,611.0,693.0,601,40,40,601,29200,65535,2.0,0.0,0.0
36273,3800,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
51683,416,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
33932,53,0,0,40207,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
65219,3370,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
5692,50883,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
29567,14647,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
60308,443,0,0,0,0,0,0,986,2857,8,16,4294882,986.0,2857.0,1406,52,52,1406,29200,28960,3.0,0.0,0.0
34348,9535,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
43592,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
40742,80,0,0,0,0,0,0,216,180,4,3,4294952,216.0,180.0,60,52,52,60,29200,5792,3.0,0.0,0.0
443,47074,0,0,0,0,0,0,470,52,3,1,4294811,470.0,52.0,329,52,52,329,243,229,0.0,0.0,0.0
2394,44911,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,0,0,1.0,0.0,0.0
53,48312,0,0,14780,28,0,0,65,0,1,0,0,65.0,0.0,65,65,0,65,0,0,0.0,0.0,0.0
60408,80,6656,26,0,0,0,0,963,3812,9,7,4294576,525438.0,376052.0,1500,52,52,1500,29200,28960,6.0,0.0,0.0
52750,80,0,0,0,0,0,0,531,387,6,4,0,531.0,387.0,263,52,52,263,29200,28960,3.0,0.0,0.0
57074,80,0,0,0,0,0,0,4436,2042,8,5,0,4436.0,2042.0,1500,52,52,1500,29200,28960,2.0,0.0,0.0
33298,443,0,0,0,0,0,0,164,112,3,2,4294921,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
36516,5357,0,0,0,0,0,0,88,48,2,1,0,88.0,48.0,48,40,40,48,4096,64240,0.0,0.0,0.0
8588,31703,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
54138,80,0,0,0,0,0,0,614,733,6,4,4294963,614.0,733.0,601,40,40,601,29200,65535,2.0,0.0,0.0
53988,80,32256,126,0,0,0,0,1255,5201,19,17,4294530,386869.0,2.261294E7,1500,40,40,1500,29200,65535,4.0,0.0,0.0
42372,3260,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
34896,80,0,0,0,0,0,0,802,594,10,7,4294529,802.0,594.0,196,52,52,196,29200,28960,3.0,0.0,0.0
48388,80,0,0,0,0,0,0,216,180,4,3,4294952,216.0,180.0,60,52,52,60,29200,5792,3.0,0.0,0.0
48918,80,0,0,0,0,0,0,216,1564,4,3,4294951,216.0,1564.0,1452,52,52,1452,29200,28960,2.0,0.0,0.0
13885,62888,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
24677,58627,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
46810,80,25600,100,0,0,0,0,1232,1410,16,11,4294577,1232.0,1410.0,507,40,40,507,29200,65535,4.0,0.0,0.0
53662,3619,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
58634,7938,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
51009,53,0,0,39037,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
51357,52722,0,0,0,0,0,0,319,0,1,0,0,319.0,0.0,319,319,0,319,0,0,0.0,0.0,0.0
40709,1271,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
49882,53,0,0,60233,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
40243,1805,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
443,46834,0,0,0,0,0,0,112,164,2,3,4294639,112.0,164.0,60,52,52,60,28960,29200,0.0,0.0,0.0
24331,43596,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
49565,53,0,0,10000,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
45163,3404,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
47296,3389,0,0,0,0,0,0,313,151,5,3,0,313.0,151.0,114,40,40,114,29200,64000,0.0,0.0,0.0
50519,1036,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
35188,80,0,0,0,0,0,0,5862,2688,9,7,4294951,5862.0,2688.0,1500,52,52,1500,29200,26847,2.0,2.0,0.0
44320,993,0,0,0,0,0,0,318,1566,5,3,0,318.0,1566.0,1454,52,52,1454,29200,28960,0.0,0.0,0.0
59610,443,0,0,0,0,0,0,112,112,2,2,4294936,112.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
42078,80,0,0,0,0,0,0,436,323,6,4,0,436.0,323.0,168,52,52,168,29200,28960,3.0,0.0,0.0
51144,80,0,0,0,0,0,0,421,2221,6,5,0,421.0,2221.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
47040,80,0,0,0,0,0,0,841,2366,14,11,4294357,180661.0,1322234.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
50167,53,0,0,18138,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
51606,443,0,0,0,0,0,0,890,5060,7,16,4294889,890.0,5060.0,1406,52,52,1406,29200,28960,3.0,0.0,0.0
2227,2227,0,0,0,0,0,0,4000,4000,100,100,0,4000.0,4000.0,40,40,40,40,74,0,5.0,0.0,0.0
51126,80,0,0,0,0,0,0,696,1494,6,5,0,696.0,1494.0,923,40,40,923,29200,65535,2.0,0.0,0.0
37434,80,0,0,0,0,0,0,112,60,2,1,0,112.0,60.0,60,52,52,60,29200,28960,3.0,0.0,0.0
33426,53,0,0,38466,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
44588,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
36102,9575,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
33545,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
35688,53,0,0,4547,1,8,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
59968,7779,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
57721,3006,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
40449,56737,0,0,0,0,0,0,44,40,1,1,4294951,44.0,40.0,44,40,40,44,1024,0,1.0,0.0,0.0
53921,801,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
7262,25029,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
43414,80,0,0,0,0,0,0,216,180,4,3,4294952,216.0,180.0,60,52,52,60,29200,5792,3.0,0.0,0.0
45364,9290,0,0,0,0,0,0,44,40,1,1,4294936,44.0,40.0,44,40,40,44,1024,0,1.0,0.0,0.0
52168,17,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
46664,80,0,0,0,0,0,0,420,3930,5,7,0,420.0,3930.0,1500,52,52,1500,29200,28960,4.0,0.0,0.0
27661,62281,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
48724,21,0,0,0,0,0,530,122,264,3,4,0,577.0,660.0,86,52,52,86,229,181,4.0,0.0,0.0
34066,443,0,0,0,0,0,0,112,60,2,1,0,112.0,60.0,60,52,52,60,29200,28960,3.0,0.0,0.0
48417,53,0,0,18471,1,8544,0,59,134,1,1,0,59.0,134.0,134,59,59,134,0,0,0.0,0.0,0.0
49161,59215,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,0,0,1.0,0.0,0.0
55848,80,0,0,0,0,0,0,827,4403,12,12,4294467,481346.0,2.1422261E7,1500,40,40,1500,29200,65535,4.0,0.0,0.0
60044,443,0,0,0,0,0,0,156,112,3,2,4294608,156.0,112.0,60,52,52,60,229,28960,3.0,0.0,0.0
47106,80,0,0,0,0,0,0,2461,1432,7,4,0,2461.0,1432.0,1500,52,52,1500,29200,26847,2.0,2.0,0.0
56763,5633,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
39198,21,0,0,0,0,0,331,4,84,1,1,0,459.0,459.0,105,52,52,105,0,46,4.0,1.0,0.0
38233,53,0,0,57239,12,0,0,72,0,1,0,0,72.0,0.0,72,72,0,72,0,0,5.0,0.0,0.0
46825,3017,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
37483,53,0,0,35281,12,0,0,72,0,1,0,0,72.0,0.0,72,72,0,72,0,0,5.0,0.0,0.0
47710,53,0,0,14614,1,3600,0,75,91,1,1,0,75.0,91.0,91,75,75,91,0,0,0.0,89.0,0.0
53948,80,0,0,0,0,0,0,423,919,5,5,0,423.0,919.0,703,52,52,703,29200,28960,4.0,0.0,0.0
40841,3918,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
37021,8085,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
35573,53,0,0,14749,1,0,0,67,67,1,1,0,67.0,67.0,67,67,67,67,0,0,5.0,0.0,0.0
32235,11530,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
57509,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
41665,49165,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
42316,2604,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
37950,427,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
37914,57797,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
44372,443,0,0,0,0,0,0,52,0,1,0,0,52.0,0.0,52,52,0,52,229,0,3.0,0.0,0.0
4563,4563,0,0,0,0,0,0,4800,0,120,0,0,4800.0,0.0,40,40,0,40,8192,0,0.0,0.0,0.0
46069,254,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
46458,443,0,0,0,0,0,0,112,424,2,8,4294827,112.0,424.0,60,52,52,60,29200,28960,3.0,0.0,0.0
40663,2160,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55090,80,0,0,0,0,0,0,651,741,6,4,0,651.0,741.0,577,52,52,577,29200,28960,2.0,0.0,0.0
61647,5679,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
35162,53,0,0,12480,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
35070,443,0,0,0,0,0,0,216,164,4,3,4294592,16452.0,11252.0,60,52,52,60,29200,28960,3.0,0.0,0.0
54879,990,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
11894,42729,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
23256,53060,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
42051,10001,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
54840,53,0,0,6464,1,0,0,67,67,1,1,0,67.0,67.0,67,67,67,67,0,0,5.0,0.0,0.0
34744,53,0,0,13273,12,0,0,72,108,1,1,4294952,72.0,108.0,108,72,72,108,0,0,5.0,0.0,0.0
34615,1056,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
52988,2604,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
51500,53,0,0,24069,1,2542,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,5.0,0.0,0.0
38716,80,0,0,0,0,0,0,555,323,6,4,0,555.0,323.0,287,52,52,287,29200,28960,3.0,0.0,0.0
64501,4449,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
63887,3,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
7373,44984,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
54572,50002,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
80,54454,0,0,0,0,0,0,156,0,3,0,4294827,52104.0,0.0,52,52,0,52,227,0,0.0,0.0,0.0
46624,2811,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55292,19993,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
36620,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
28234,9880,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,0,0,1.0,0.0,0.0
2762,2762,0,0,0,0,0,0,8000,40,200,1,0,8000.0,40.0,40,40,40,40,74,0,5.0,1.0,0.0
41937,53,0,0,54242,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
59876,53,0,0,46576,1,46,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
19779,53,0,0,39992,1,60,0,84,254,1,1,0,84.0,254.0,254,84,84,254,0,0,0.0,11.0,0.0
45141,5862,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
36700,6689,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
57234,53,0,0,49683,1,194,0,118,268,2,2,0,118.0,268.0,134,59,59,134,0,0,0.0,0.0,1.0
55490,515,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
37674,80,0,0,0,0,0,0,873,2940,12,11,4294607,873.0,2940.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
48104,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
52012,12265,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
38466,3389,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
41934,80,0,0,0,0,0,0,664,538,6,4,0,664.0,538.0,396,52,52,396,29200,5792,2.0,1.0,0.0
36961,53,0,0,22810,1,50,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
60869,1108,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
63807,49176,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
16539,44208,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
49523,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
52887,5100,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
64620,648,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55272,61172,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
49546,6101,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
37522,5903,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
40124,53,0,0,14411,1,34,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
54949,9197,0,0,0,0,0,0,344,2022,5,6,0,344.0,2022.0,1500,40,40,1500,64240,29200,0.0,0.0,0.0
49582,443,0,0,0,0,0,0,164,112,3,2,4294887,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
47622,53,0,0,27992,1,11,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
58778,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
45797,53,0,0,42995,1,55,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,1.0,0.0,0.0
58554,80,0,0,0,0,0,0,441,323,6,4,0,441.0,323.0,173,52,52,173,29200,28960,3.0,0.0,0.0
41816,53,0,0,51430,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
58898,80,0,0,0,0,0,0,525,2910,6,5,0,525.0,2910.0,1500,40,40,1500,29200,65535,2.0,0.0,0.0
44434,50636,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55786,443,0,0,0,0,0,0,164,112,3,2,4294858,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
62828,51044,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
33708,53,0,0,37820,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
56098,53,0,0,8538,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
38521,53,0,0,57430,1,1441,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
443,34562,0,0,0,0,0,0,216,268,4,5,4294639,216.0,268.0,60,52,52,60,28960,29200,0.0,0.0,0.0
9221,37306,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
29739,62010,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
55418,5907,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
57470,80,0,0,0,0,0,0,2812,590,7,5,4294961,2812.0,590.0,1500,52,52,1500,29200,5792,2.0,1.0,0.0
50692,80,0,0,0,0,0,0,60,40,1,1,0,60.0,40.0,60,40,40,60,29200,0,4.0,0.0,0.0
39672,34572,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
50256,443,0,0,0,0,0,0,164,112,3,2,4294873,11252.0,6052.0,60,52,52,60,29200,28960,3.0,0.0,0.0
51910,3809,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
52695,15003,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
48553,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
40646,80,0,0,0,0,0,0,578,733,6,4,0,578.0,733.0,601,40,40,601,29200,65535,2.0,0.0,0.0
35186,1271,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
58621,1521,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
33192,80,0,0,0,0,0,0,604,12815,6,12,0,604.0,12815.0,1500,52,52,1500,29200,26847,6.0,4.0,0.0
43709,53,0,0,54866,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
54784,80,0,0,0,0,0,0,458,2163,5,5,0,458.0,2163.0,1500,40,40,1500,29200,65535,6.0,0.0,0.0
41232,443,0,0,0,0,0,0,380,276,7,5,4294327,112268.0,60216.0,60,52,52,60,29200,28960,3.0,0.0,0.0
11997,62313,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
37400,28066,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
45868,5811,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
53621,10024,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
34349,13456,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
45342,8701,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
55851,2144,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
44066,80,0,0,0,0,0,0,649,751,5,5,0,649.0,751.0,535,52,52,535,29200,28960,2.0,0.0,0.0
49625,443,0,0,0,0,0,0,164,112,3,2,4294952,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
51671,5431,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
52446,8001,0,0,0,0,0,0,692,390,6,5,0,692.0,390.0,424,52,52,424,29200,28960,0.0,0.0,0.0
59782,443,0,0,0,0,0,0,164,60,3,1,4294920,164.0,60.0,60,52,52,60,29200,28960,3.0,0.0,0.0
59924,53,0,0,49049,1,604800,0,69,117,1,1,0,69.0,117.0,117,69,69,117,0,0,0.0,0.0,0.0
42441,443,0,0,0,0,0,0,164,112,3,2,4294920,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
60386,80,0,0,0,0,0,0,5583,7391,15,14,4294125,2.2723311E7,3.5293862E7,1500,40,40,1500,29200,65535,4.0,0.0,0.0
53414,9929,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
57573,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
39003,53,0,0,48935,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
42420,16012,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55074,80,0,0,0,0,0,0,268,240,5,4,4294951,112156.0,60180.0,60,52,52,60,29200,5792,3.0,0.0,0.0
48045,53,0,0,25388,1,0,0,67,67,1,1,0,67.0,67.0,67,67,67,67,0,0,5.0,0.0,0.0
27031,45421,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
61642,416,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
33547,89,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
59762,80,0,0,0,0,0,0,268,240,5,4,0,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
22802,61464,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
52720,443,0,0,0,0,0,0,328,224,6,4,4294529,164164.0,112112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
51427,9273,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
37830,443,0,0,0,0,0,0,276,172,5,3,4294498,276.0,172.0,60,52,52,60,29200,28960,3.0,0.0,0.0
56213,44501,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
65128,48942,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
52684,80,0,0,0,0,0,0,268,240,5,4,4294951,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
41963,53,0,0,23476,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
45384,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
46064,80,0,0,0,0,0,0,268,240,5,4,4294935,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
45727,49152,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55522,53,0,0,5455,28,300,0,75,252,1,1,0,75.0,252.0,252,75,75,252,0,0,0.0,71.0,0.0
